id,shape_type,display_name,category,subcategory,description,source,priority,seo_keywords,canonical_url,is_active,created_at,updated_at,asset_value_usd,token_id,energy_hash,energy_rank,normalized_energy,pattern_discoveries,cross_learn_connections,base_energy,onchain_tx_hash,mint_status,erc20_contract_address
160,commitment_scheme,Commitment Scheme,cryptography,Cryptography,Commitment Scheme - Cryptography mathematical visualization,frontend,0.8,"Commitment Scheme, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/commitment_scheme,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
162,threshold_signature,Threshold Signature,cryptography,Cryptography,Threshold Signature - Cryptography mathematical visualization,frontend,0.8,"Threshold Signature, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/threshold_signature,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
164,lattice_based_crypto,Lattice Based Crypto,cryptography,Cryptography,Lattice Based Crypto - Cryptography mathematical visualization,frontend,0.8,"Lattice Based Crypto, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/lattice_based_crypto,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
288,prana_vortex,Prana Vortex,chakras,Chakras & Energy,Prana Vortex - Chakras & Energy mathematical visualization,frontend,0.8,"Prana Vortex, Chakras & Energy, mathematical visualization, 3D geometry, parametric surface",/shape/prana_vortex,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
121,moduli_stabilization,Moduli Stabilization,quantum-gravity,Quantum Gravity,Moduli Stabilization - Quantum Gravity mathematical visualization,frontend,0.8,"Moduli Stabilization, Quantum Gravity, mathematical visualization, 3D geometry, parametric surface",/shape/moduli_stabilization,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
123,distance_conjecture,Distance Conjecture,quantum-gravity,Quantum Gravity,Distance Conjecture - Quantum Gravity mathematical visualization,frontend,0.8,"Distance Conjecture, Quantum Gravity, mathematical visualization, 3D geometry, parametric surface",/shape/distance_conjecture,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
125,kerr_metric,Kerr Metric,general-relativity,General Relativity,Kerr Metric - General Relativity mathematical visualization,frontend,0.8,"Kerr Metric, General Relativity, mathematical visualization, 3D geometry, parametric surface",/shape/kerr_metric,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
127,kerr_newman,Kerr Newman,general-relativity,General Relativity,Kerr Newman - General Relativity mathematical visualization,frontend,0.8,"Kerr Newman, General Relativity, mathematical visualization, 3D geometry, parametric surface",/shape/kerr_newman,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
129,de_sitter_space,De Sitter Space,general-relativity,General Relativity,De Sitter Space - General Relativity mathematical visualization,frontend,0.8,"De Sitter Space, General Relativity, mathematical visualization, 3D geometry, parametric surface",/shape/de_sitter_space,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
131,minkowski_space,Minkowski Space,general-relativity,General Relativity,Minkowski Space - General Relativity mathematical visualization,frontend,0.8,"Minkowski Space, General Relativity, mathematical visualization, 3D geometry, parametric surface",/shape/minkowski_space,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
133,light_cone_structure,Light Cone Structure,general-relativity,General Relativity,Light Cone Structure - General Relativity mathematical visualization,frontend,0.8,"Light Cone Structure, General Relativity, mathematical visualization, 3D geometry, parametric surface",/shape/light_cone_structure,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
135,riemann_tensor,Riemann Tensor,general-relativity,General Relativity,Riemann Tensor - General Relativity mathematical visualization,frontend,0.8,"Riemann Tensor, General Relativity, mathematical visualization, 3D geometry, parametric surface",/shape/riemann_tensor,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
137,weyl_tensor,Weyl Tensor,general-relativity,General Relativity,Weyl Tensor - General Relativity mathematical visualization,frontend,0.8,"Weyl Tensor, General Relativity, mathematical visualization, 3D geometry, parametric surface",/shape/weyl_tensor,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
139,gravitational_wave,Gravitational Wave,general-relativity,General Relativity,Gravitational Wave - General Relativity mathematical visualization,frontend,0.8,"Gravitational Wave, General Relativity, mathematical visualization, 3D geometry, parametric surface",/shape/gravitational_wave,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
141,frame_dragging,Frame Dragging,general-relativity,General Relativity,Frame Dragging - General Relativity mathematical visualization,frontend,0.8,"Frame Dragging, General Relativity, mathematical visualization, 3D geometry, parametric surface",/shape/frame_dragging,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
143,event_horizon,Event Horizon,general-relativity,General Relativity,Event Horizon - General Relativity mathematical visualization,frontend,0.8,"Event Horizon, General Relativity, mathematical visualization, 3D geometry, parametric surface",/shape/event_horizon,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
145,wormhole,Wormhole,general-relativity,General Relativity,Wormhole - General Relativity mathematical visualization,frontend,0.8,"Wormhole, General Relativity, mathematical visualization, 3D geometry, parametric surface",/shape/wormhole,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
147,closed_timelike_curve,Closed Timelike Curve,general-relativity,General Relativity,Closed Timelike Curve - General Relativity mathematical visualization,frontend,0.8,"Closed Timelike Curve, General Relativity, mathematical visualization, 3D geometry, parametric surface",/shape/closed_timelike_curve,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
149,elliptic_curve_secp256k1,Elliptic Curve Secp256k1,cryptography,Cryptography,Elliptic Curve Secp256k1 - Cryptography mathematical visualization,frontend,0.8,"Elliptic Curve Secp256k1, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/elliptic_curve_secp256k1,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
151,elliptic_curve_ed25519,Elliptic Curve Ed25519,cryptography,Cryptography,Elliptic Curve Ed25519 - Cryptography mathematical visualization,frontend,0.8,"Elliptic Curve Ed25519, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/elliptic_curve_ed25519,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
1668,gradient_descent_surface,Gradient Descent Optimization Surface,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/gradient-descent-surface,t,2026-06-12T23:56:15.036Z,2026-06-12T23:56:15.036Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
153,diffie_hellman_key_exchange,Diffie Hellman Key Exchange,cryptography,Cryptography,Diffie Hellman Key Exchange - Cryptography mathematical visualization,frontend,0.8,"Diffie Hellman Key Exchange, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/diffie_hellman_key_exchange,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
339,cosmic_web,Cosmic Web,cosmology,Cosmology,Cosmic Web - Cosmology mathematical visualization,frontend,0.8,"Cosmic Web, Cosmology, mathematical visualization, 3D geometry, parametric surface",/shape/cosmic_web,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
155,sha256_compression,Sha256 Compression,cryptography,Cryptography,Sha256 Compression - Cryptography mathematical visualization,frontend,0.8,"Sha256 Compression, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/sha256_compression,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
157,hash_chain,Hash Chain,cryptography,Cryptography,Hash Chain - Cryptography mathematical visualization,frontend,0.8,"Hash Chain, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/hash_chain,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
159,zero_knowledge_proof,Zero Knowledge Proof,cryptography,Cryptography,Zero Knowledge Proof - Cryptography mathematical visualization,frontend,0.8,"Zero Knowledge Proof, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/zero_knowledge_proof,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
161,secret_sharing,Secret Sharing,cryptography,Cryptography,Secret Sharing - Cryptography mathematical visualization,frontend,0.8,"Secret Sharing, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/secret_sharing,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
290,energy_body,Energy Body,chakras,Chakras & Energy,Energy Body - Chakras & Energy mathematical visualization,frontend,0.8,"Energy Body, Chakras & Energy, mathematical visualization, 3D geometry, parametric surface",/shape/energy_body,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
163,homomorphic_encryption,Homomorphic Encryption,cryptography,Cryptography,Homomorphic Encryption - Cryptography mathematical visualization,frontend,0.8,"Homomorphic Encryption, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/homomorphic_encryption,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
165,ntru_lattice,Ntru Lattice,cryptography,Cryptography,Ntru Lattice - Cryptography mathematical visualization,frontend,0.8,"Ntru Lattice, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/ntru_lattice,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
168,rainbow_signature,Rainbow Signature,cryptography,Cryptography,Rainbow Signature - Cryptography mathematical visualization,frontend,0.8,"Rainbow Signature, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/rainbow_signature,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
170,post_quantum_crypto,Post Quantum Crypto,cryptography,Cryptography,Post Quantum Crypto - Cryptography mathematical visualization,frontend,0.8,"Post Quantum Crypto, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/post_quantum_crypto,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
172,bb84_protocol,Bb84 Protocol,cryptography,Cryptography,Bb84 Protocol - Cryptography mathematical visualization,frontend,0.8,"Bb84 Protocol, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/bb84_protocol,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
174,rna_single_strand,Rna Single Strand,molecular-biology,Molecular Biology,Rna Single Strand - Molecular Biology mathematical visualization,frontend,0.8,"Rna Single Strand, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/rna_single_strand,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
176,protein_beta_sheet,Protein Beta Sheet,molecular-biology,Molecular Biology,Protein Beta Sheet - Molecular Biology mathematical visualization,frontend,0.8,"Protein Beta Sheet, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/protein_beta_sheet,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
178,lipid_bilayer,Lipid Bilayer,molecular-biology,Molecular Biology,Lipid Bilayer - Molecular Biology mathematical visualization,frontend,0.8,"Lipid Bilayer, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/lipid_bilayer,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
180,phospholipid,Phospholipid,molecular-biology,Molecular Biology,Phospholipid - Molecular Biology mathematical visualization,frontend,0.8,"Phospholipid, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/phospholipid,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
182,glycoprotein,Glycoprotein,molecular-biology,Molecular Biology,Glycoprotein - Molecular Biology mathematical visualization,frontend,0.8,"Glycoprotein, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/glycoprotein,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
184,mitochondria,Mitochondria,molecular-biology,Molecular Biology,Mitochondria - Molecular Biology mathematical visualization,frontend,0.8,"Mitochondria, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/mitochondria,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
186,golgi_apparatus,Golgi Apparatus,molecular-biology,Molecular Biology,Golgi Apparatus - Molecular Biology mathematical visualization,frontend,0.8,"Golgi Apparatus, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/golgi_apparatus,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
188,nucleus,Nucleus,molecular-biology,Molecular Biology,Nucleus - Molecular Biology mathematical visualization,frontend,0.8,"Nucleus, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/nucleus,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
190,chromatin,Chromatin,molecular-biology,Molecular Biology,Chromatin - Molecular Biology mathematical visualization,frontend,0.8,"Chromatin, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/chromatin,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
194,actin_filament,Actin Filament,molecular-biology,Molecular Biology,Actin Filament - Molecular Biology mathematical visualization,frontend,0.8,"Actin Filament, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/actin_filament,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
196,motor_protein,Motor Protein,molecular-biology,Molecular Biology,Motor Protein - Molecular Biology mathematical visualization,frontend,0.8,"Motor Protein, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/motor_protein,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
198,tesseract,Tesseract,4d-hyperdimensional,4D Hyperdimensional,Tesseract - 4D Hyperdimensional mathematical visualization,frontend,0.8,"Tesseract, 4D Hyperdimensional, mathematical visualization, 3D geometry, parametric surface",/shape/tesseract,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
200,pentachoron,Pentachoron,4d-hyperdimensional,4D Hyperdimensional,Pentachoron - 4D Hyperdimensional mathematical visualization,frontend,0.8,"Pentachoron, 4D Hyperdimensional, mathematical visualization, 3D geometry, parametric surface",/shape/pentachoron,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
202,icositetrachoron,Icositetrachoron,4d-hyperdimensional,4D Hyperdimensional,Icositetrachoron - 4D Hyperdimensional mathematical visualization,frontend,0.8,"Icositetrachoron, 4D Hyperdimensional, mathematical visualization, 3D geometry, parametric surface",/shape/icositetrachoron,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
204,hexacosichoron,Hexacosichoron,4d-hyperdimensional,4D Hyperdimensional,Hexacosichoron - 4D Hyperdimensional mathematical visualization,frontend,0.8,"Hexacosichoron, 4D Hyperdimensional, mathematical visualization, 3D geometry, parametric surface",/shape/hexacosichoron,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
206,rectified_tesseract,Rectified Tesseract,4d-hyperdimensional,4D Hyperdimensional,Rectified Tesseract - 4D Hyperdimensional mathematical visualization,frontend,0.8,"Rectified Tesseract, 4D Hyperdimensional, mathematical visualization, 3D geometry, parametric surface",/shape/rectified_tesseract,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
208,runcitruncated_tesseract,Runcitruncated Tesseract,4d-hyperdimensional,4D Hyperdimensional,Runcitruncated Tesseract - 4D Hyperdimensional mathematical visualization,frontend,0.8,"Runcitruncated Tesseract, 4D Hyperdimensional, mathematical visualization, 3D geometry, parametric surface",/shape/runcitruncated_tesseract,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
210,duoprism_4_4,Duoprism 4 4,4d-hyperdimensional,4D Hyperdimensional,Duoprism 4 4 - 4D Hyperdimensional mathematical visualization,frontend,0.8,"Duoprism 4 4, 4D Hyperdimensional, mathematical visualization, 3D geometry, parametric surface",/shape/duoprism_4_4,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
212,duocylinder,Duocylinder,4d-hyperdimensional,4D Hyperdimensional,Duocylinder - 4D Hyperdimensional mathematical visualization,frontend,0.8,"Duocylinder, 4D Hyperdimensional, mathematical visualization, 3D geometry, parametric surface",/shape/duocylinder,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
1480,rime_ice,Rime Ice Formation,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/rime-ice,t,2026-06-12T23:56:01.905Z,2026-06-12T23:56:01.905Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
169,sphincs_signature,Sphincs Signature,cryptography,Cryptography,Sphincs Signature - Cryptography mathematical visualization,frontend,0.8,"Sphincs Signature, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/sphincs_signature,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
171,quantum_key_distribution,Quantum Key Distribution,cryptography,Cryptography,Quantum Key Distribution - Cryptography mathematical visualization,frontend,0.8,"Quantum Key Distribution, Cryptography, mathematical visualization, 3D geometry, parametric surface",/shape/quantum_key_distribution,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
173,dna_double_helix,Dna Double Helix,molecular-biology,Molecular Biology,Dna Double Helix - Molecular Biology mathematical visualization,frontend,0.8,"Dna Double Helix, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/dna_double_helix,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
175,protein_alpha_helix,Protein Alpha Helix,molecular-biology,Molecular Biology,Protein Alpha Helix - Molecular Biology mathematical visualization,frontend,0.8,"Protein Alpha Helix, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/protein_alpha_helix,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
177,protein_folding,Protein Folding,molecular-biology,Molecular Biology,Protein Folding - Molecular Biology mathematical visualization,frontend,0.8,"Protein Folding, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/protein_folding,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
179,cell_membrane,Cell Membrane,molecular-biology,Molecular Biology,Cell Membrane - Molecular Biology mathematical visualization,frontend,0.8,"Cell Membrane, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/cell_membrane,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
181,cholesterol,Cholesterol,molecular-biology,Molecular Biology,Cholesterol - Molecular Biology mathematical visualization,frontend,0.8,"Cholesterol, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/cholesterol,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
183,ribosome,Ribosome,molecular-biology,Molecular Biology,Ribosome - Molecular Biology mathematical visualization,frontend,0.8,"Ribosome, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/ribosome,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
185,endoplasmic_reticulum,Endoplasmic Reticulum,molecular-biology,Molecular Biology,Endoplasmic Reticulum - Molecular Biology mathematical visualization,frontend,0.8,"Endoplasmic Reticulum, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/endoplasmic_reticulum,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
187,lysosome,Lysosome,molecular-biology,Molecular Biology,Lysosome - Molecular Biology mathematical visualization,frontend,0.8,"Lysosome, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/lysosome,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
189,nucleolus,Nucleolus,molecular-biology,Molecular Biology,Nucleolus - Molecular Biology mathematical visualization,frontend,0.8,"Nucleolus, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/nucleolus,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
191,chromosome,Chromosome,molecular-biology,Molecular Biology,Chromosome - Molecular Biology mathematical visualization,frontend,0.8,"Chromosome, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/chromosome,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
193,microtubule,Microtubule,molecular-biology,Molecular Biology,Microtubule - Molecular Biology mathematical visualization,frontend,0.8,"Microtubule, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/microtubule,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
195,intermediate_filament,Intermediate Filament,molecular-biology,Molecular Biology,Intermediate Filament - Molecular Biology mathematical visualization,frontend,0.8,"Intermediate Filament, Molecular Biology, mathematical visualization, 3D geometry, parametric surface",/shape/intermediate_filament,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,75.350000,,,,,0,0,55000000000000000000000000000000,,success,0x425734a7fd13E9994b66a7909206007A1EF7030B
