Expanded display is on.
id,shape_type,display_name,category,subcategory,description,source,priority,seo_keywords,canonical_url,is_active,created_at,updated_at,asset_value_usd,token_id,energy_hash,energy_rank,normalized_energy,pattern_discoveries,cross_learn_connections,base_energy,onchain_tx_hash,mint_status,erc20_contract_address,morph_parameters,last_morph_at
365,photon_sphere,Photon Sphere,black-holes,Black Holes,Photon Sphere - Black Holes mathematical visualization,frontend,0.8,"Photon Sphere, Black Holes, mathematical visualization, 3D geometry, parametric surface",/shape/photon_sphere,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xeafb2Fa44F0381C534278501775b8D5e7c92eE16,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
694,seismic_wave,Seismic Wave,waves,Wave Algorithms,Seismic Wave - Wave Algorithms mathematical visualization,frontend,0.8,"Seismic Wave, Wave Algorithms, mathematical visualization",/shape/seismic_wave,t,2025-12-04T10:38:14.652Z,2025-12-04T10:38:14.652Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xddf5a50859B2a32d8F1CBC6E3449af592CBC7619,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1778,uuon-crystalline-lattice,UUON Crystalline Lattice,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/uuon-crystalline-lattice,t,2026-06-12T23:56:21.595Z,2026-06-12T23:56:21.595Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0xD7993f8b0ba5EfE4FAa01D0EeE7d1f70780DC539,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1808,cylindrical_jacobian_helix,Cylindrical Jacobian Helix,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/cylindrical-jacobian-helix,t,2026-06-12T23:56:21.595Z,2026-06-12T23:56:21.595Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x4c937416f67952A8f2E9343681A6786B3383909D,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1814,mean_curvature_flow,Mean Curvature Flow (H),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/mean-curvature-flow,t,2026-06-12T23:56:21.595Z,2026-06-12T23:56:21.595Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0xe5920B541DA29faE66ea4242640620abd7f3cBd8,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
505,acas_resolution_advisory,Acas Resolution Advisory,uuon-acas,UUON ACAS Systems,Acas Resolution Advisory - UUON ACAS Systems mathematical visualization,frontend,0.8,"Acas Resolution Advisory, UUON ACAS Systems, mathematical visualization, 3D geometry, parametric surface",/shape/acas_resolution_advisory,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x1aA28E2B1fA7E045C05BCa818bfd09c511f19aFa,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
530,iceberg_system,Iceberg System,ten_percent_systems,10% Systems,Iceberg System - 10% Systems mathematical visualization,frontend,0.8,"Iceberg System, 10% Systems, mathematical visualization",/shape/iceberg_system,t,2025-12-04T10:38:14.652Z,2025-12-04T10:38:14.652Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x70A0A86D7a8655e19670e4EF936D8b9cC6b94a3C,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1328,pollination_mechanism,🌸 Pollination Mechanism - Pollen-Stigma Interaction,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/pollination-mechanism,t,2026-06-12T23:55:48.770Z,2026-06-12T23:55:48.770Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x16201641c343D97D9CAd7252Fd6d15F2C889568b,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1291,thermohaline_circulation,🌊 Thermohaline Circulation,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/thermohaline-circulation,t,2026-06-12T23:55:48.770Z,2026-06-12T23:55:48.770Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x8018a8043bfe1b3280b9cf443375c8188f59E29D,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1293,market_dynamics_visualization,📊 Market Dynamics Surface,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/market-dynamics-visualization,t,2026-06-12T23:55:48.770Z,2026-06-12T23:55:48.770Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xb9E8BeA82B2580308d1ECffFbF887FcA96F5D2aF,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1295,social_network_analysis,👥 Social Network - Connection Graph,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/social-network-analysis,t,2026-06-12T23:55:48.770Z,2026-06-12T23:55:48.770Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xe884B94d755F3c48Ed36453eb14aF5de01775d4C,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1297,voting_system_analysis,🗳️ Voting Systems - Electoral Geometry,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/voting-system-analysis,t,2026-06-12T23:55:48.770Z,2026-06-12T23:55:48.770Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x601d0AaAF5A11bBD72c7f40212d469Da42D69E15,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1940,letter-k,Letter K (Linguistic Geometry),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/letter-k,t,2026-06-12T23:56:34.690Z,2026-06-12T23:56:34.690Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x292FdbC4FE2167ad9ae933aa5312B35d56D772dF,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1484,fractal_cubic_z3,Cubic Mandelbrot (z³ + c),fractal,fractal,Parametric surface,formula_sync,0.8,"fractal, UUON, parametric surface",/shapes/fractal-cubic-z3,t,2026-06-12T23:56:01.905Z,2026-06-12T23:56:01.905Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x8327AB60C22e36B45801F18283E30B1e1356795e,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1733,uuon-modular-symmetry-phys,UUON Modular Symmetry Physics,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/uuon-modular-symmetry-phys,t,2026-06-12T23:56:15.036Z,2026-06-12T23:56:15.036Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x4a97262D73f74bB921f242C42bD7EBC353F1c086,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1737,uuon-phi-phase-division,UUON Phi Phase Division,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/uuon-phi-phase-division,t,2026-06-12T23:56:21.595Z,2026-06-12T23:56:21.595Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x38586f6A839A4643521d73e78a8077422e740469,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1630,linear_extrude,📦 Linear Extrude - Wall-like Surfaces,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/linear-extrude,t,2026-06-12T23:56:08.473Z,2026-06-12T23:56:08.473Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0xab421d3dB4130c6Ac718e412888Fa1e94cdAD3cA,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1852,spherical_harmonic_cop,"⚛️ Spherical Harmonic COP: Σₗₘ cₗₘYₗᵐ(θ,φ)",general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/spherical-harmonic-cop,t,2026-06-12T23:56:28.146Z,2026-06-12T23:56:28.146Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0xAF16427690e6beaC79d0d628Cc878523F1886E86,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1872,e6_lattice,⚛️ E₆ Exceptional Lattice (6D),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/e6-lattice,t,2026-06-12T23:56:28.146Z,2026-06-12T23:56:28.146Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0xad5b4F57D68D62470faE6DC28d4991dF3a8c963a,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1892,reaction_kinetics_flow,"⚗️ Reaction Dynamics: dC/dt = R(C,T,P)",general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/reaction-kinetics-flow,t,2026-06-12T23:56:28.146Z,2026-06-12T23:56:28.146Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x74f4b5027d342f71E7d73e448B2b53846A57F442,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1906,pharmacokinetics_curve,📈 Pharmacokinetics: dE/dt = k_a·D - k_e·E,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/pharmacokinetics-curve,t,2026-06-12T23:56:28.146Z,2026-06-12T23:56:28.146Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x588CcFF3E87e74FA5C3995Be07382198C9B00bcf,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1478,frost_flower,Frost Flower,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/frost-flower,t,2026-06-12T23:56:01.905Z,2026-06-12T23:56:01.905Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x8995ec2fC44845eE5076026320997B6b7A8Cacd5,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1459,heterogeneous_gap_distribution,🔳 Heterogeneous Gaps,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/heterogeneous-gap-distribution,t,2026-06-12T23:56:01.905Z,2026-06-12T23:56:01.905Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0xC1C4eDeE4793756E55bE4b4918e0c660e035e413,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1469,snowflake_stellar_plate,Stellar Plate Crystal,crystallographic,crystallographic,Parametric surface,formula_sync,0.8,"crystallographic, UUON, parametric surface",/shapes/snowflake-stellar-plate,t,2026-06-12T23:56:01.905Z,2026-06-12T23:56:01.905Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0xe9ea545825B02eD623200dcC0187453a64374BDb,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1539,pi_circle_lattice,🥧 Pi Circle Lattice - C = 2πr,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/pi-circle-lattice,t,2026-06-12T23:56:08.473Z,2026-06-12T23:56:08.473Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0xBB0f91DFc5f1f8905A0E7Dc12e09b42D086C6955,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1571,tesseract_4d_wireframe,Tesseract 4D Wireframe,medical,medical,Parametric surface,formula_sync,0.8,"medical, UUON, parametric surface",/shapes/tesseract-4d-wireframe,t,2026-06-12T23:56:08.473Z,2026-06-12T23:56:08.473Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x91371F19A5542EfFD670f1e652D548313CbA489A,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
17,cone,Cone,basic,Basic Shapes,Cone - Basic Shapes mathematical visualization,frontend,0.8,"Cone, Basic Shapes, mathematical visualization, 3D geometry, parametric surface",/shape/cone,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x305358B422d2FEFdACCc0dE5206fbddf8E889dE0,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1371,uuon_hexagonal_wave,UUON Hexagonal Wave,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/uuon-hexagonal-wave,t,2026-06-12T23:55:55.335Z,2026-06-12T23:55:55.335Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x055D178e0dd108C77199Fa9E55bDfD2e08478c55,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
781,electron_neutrino,Electron Neutrino,particle_physics,Particle Physics,Electron Neutrino - Particle Physics mathematical visualization,frontend,0.8,"Electron Neutrino, Particle Physics, mathematical visualization",/shape/electron_neutrino,t,2025-12-04T10:38:14.652Z,2025-12-04T10:38:14.652Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xB48D008FC13F5E079f41Eb05f1E3D0D96a517F0d,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
782,muon_neutrino,Muon Neutrino,particle_physics,Particle Physics,Muon Neutrino - Particle Physics mathematical visualization,frontend,0.8,"Muon Neutrino, Particle Physics, mathematical visualization",/shape/muon_neutrino,t,2025-12-04T10:38:14.652Z,2025-12-04T10:38:14.652Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x6f0279190e02A8178CEC07135D266b9aacEf5d11,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1667,neural_network_layer,Neural Network Layer,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/neural-network-layer,t,2026-06-12T23:56:15.036Z,2026-06-12T23:56:15.036Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0xDefdc7b39e341daCED0C4BbBB892a31adB5B70F9,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
2063,5_cube_penteract,5-Cube (Penteract),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/5-cube-penteract,t,2026-06-12T23:56:41.248Z,2026-06-12T23:56:41.248Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x0FF828CdaD4B55b0ceA5D367038b511ca537a2f5,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
2064,5_orthoplex,5-Orthoplex (5D Cross-Polytope),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/5-orthoplex,t,2026-06-12T23:56:41.248Z,2026-06-12T23:56:41.248Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x7937FC17B4ed9f9219611356934A7eD130b4bd30,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
2065,demipenteract,Demipenteract (5D),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/demipenteract,t,2026-06-12T23:56:41.248Z,2026-06-12T23:56:41.248Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x38B7081ce782C496c90AD5F43406fA4B9d8f8ecc,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1105,ellipsoid,Ellipsoid,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/ellipsoid,t,2026-06-12T23:55:35.647Z,2026-06-12T23:55:35.647Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x01001117338567BCD9d68281dF01A0f5F11Ac109,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
2139,noid_4_two_planes,✦ 4-Noid with Two Symmetry Planes,minimal_surface,minimal_surface,Parametric surface,formula_sync,0.8,"minimal_surface, UUON, parametric surface",/shapes/noid-4-two-planes,t,2026-06-12T23:56:47.830Z,2026-06-12T23:56:47.830Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x638fb1A1936B2816d6dF58981A4D7C5018f982aD,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
2140,pyramidal_knoid,🔺 Pyramidal k-Noid,minimal_surface,minimal_surface,Parametric surface,formula_sync,0.8,"minimal_surface, UUON, parametric surface",/shapes/pyramidal-knoid,t,2026-06-12T23:56:47.830Z,2026-06-12T23:56:47.830Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x5F75916aD78EAfEe914DF0533c876e221EF46015,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
2141,bipyramidal_knoid,💎 Bipyramidal k-Noid,minimal_surface,minimal_surface,Parametric surface,formula_sync,0.8,"minimal_surface, UUON, parametric surface",/shapes/bipyramidal-knoid,t,2026-06-12T23:56:47.830Z,2026-06-12T23:56:47.830Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x4412247de48122ac899eA44976bCf4C1fB40A291,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1958,volume_rendering_transfer,🏥 Volume Rendering Transfer Function,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/volume-rendering-transfer,t,2026-06-12T23:56:34.690Z,2026-06-12T23:56:34.690Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0xdB5B100c479d0ac2Bd813193b0E32D50a9739484,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1960,mpr_coronal_plane,🏥 MPR Coronal Plane,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/mpr-coronal-plane,t,2026-06-12T23:56:34.690Z,2026-06-12T23:56:34.690Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x2C554fB31eB2f9d4a55E3718d1eaEC8CD243F99E,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
922,rna_hairpin,RNA Hairpin Loop,molecular-biology,rna,Secondary structure in RNA folding,formula_sync,0.8,"molecular-biology, UUON, parametric surface",/shapes/rna-hairpin,t,2026-06-12T23:55:22.433Z,2026-06-12T23:55:22.433Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xc2ebf065cDc53eA270a142B2d5aB537E00F718c9,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
940,phi_spiral,Phi Spiral,sacred-geometry,fibonacci,Golden angle spiral - 137.5° divergence,formula_sync,0.8,"sacred-geometry, UUON, parametric surface",/shapes/phi-spiral,t,2026-06-12T23:55:29.054Z,2026-06-12T23:55:29.054Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x811b64F68dE87417f436f4fD4A1Fe6d3303f9336,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1554,uuon_fractal_bloom,🌸 UUON Fractal Noise Bloom,fractal,fractal,Parametric surface,formula_sync,0.8,"fractal, UUON, parametric surface",/shapes/uuon-fractal-bloom,t,2026-06-12T23:56:08.473Z,2026-06-12T23:56:08.473Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0x38Db29e1780D5ef972Ec98B1A67aCC176e8f787A,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
1556,uuon_coherence_field,✨ UUON Coherence Field,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/uuon-coherence-field,t,2026-06-12T23:56:08.473Z,2026-06-12T23:56:08.473Z,792.428860,,,,,0,0,55000000000000000000000000000000,,success,0xD7993f8b0ba5EfE4FAa01D0EeE7d1f70780DC539,"{""day"": 6, ""p2_amp"": 35.359260, ""p4_res"": 69.161326}",2026-06-13 15:48:40.190171+00
527,error_mitigated_vqe,Error Mitigated Vqe,quantum-machine-learning,Quantum Machine Learning,Error Mitigated Vqe - Quantum Machine Learning mathematical visualization,frontend,0.8,"Error Mitigated Vqe, Quantum Machine Learning, mathematical visualization, 3D geometry, parametric surface",/shape/error_mitigated_vqe,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x331335832C9ccF2A58AC0BEE2d4F8A9c1a3Cb276,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1386,genus_3_surface,∞∞ Genus 3 Surface (Triple Torus),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/genus-3-surface,t,2026-06-12T23:55:55.335Z,2026-06-12T23:55:55.335Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xbA70423803FD1720169BE2Cc49869F8d0BbA0220,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1423,quantum_tomography_reconstruction,🔬 Quantum Tomography,physics,physics,Parametric surface,formula_sync,0.8,"physics, UUON, parametric surface",/shapes/quantum-tomography-reconstruction,t,2026-06-12T23:55:55.335Z,2026-06-12T23:55:55.335Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x14Ff8b04B61bBc87003330F822F8Be9D9270F513,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
815,jacobian_variety,Jacobian Variety,algebraic_geometry,Algebraic Geometry,Jacobian Variety - Algebraic Geometry mathematical visualization,frontend,0.8,"Jacobian Variety, Algebraic Geometry, mathematical visualization",/shape/jacobian_variety,t,2025-12-04T10:38:14.652Z,2025-12-04T10:38:14.652Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x717Ec461ff21DE489C3378f7AD58535afb8255d1,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1434,minkowski_bouligand_dimension,📐 Minkowski-Bouligand Dimension,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/minkowski-bouligand-dimension,t,2026-06-12T23:56:01.905Z,2026-06-12T23:56:01.905Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xe8594DbE09A0883BD108f2318173d496309c8534,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1012,mcts_tree_search,Monte Carlo Tree Search,algorithms,search,Game tree search - AlphaGo foundation,formula_sync,0.8,"algorithms, UUON, parametric surface",/shapes/mcts-tree-search,t,2026-06-12T23:55:29.054Z,2026-06-12T23:55:29.054Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x02dE0afEe75d03DC6D7a682f6f59ee7c04d4dB2a,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1165,hydrogel_scaffold_biobot,🧊 Hydrogel Scaffold Biobot - Customizable Hybrid,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/hydrogel-scaffold-biobot,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xA20045f1ebE9c1D1d6AA51E7fC684E0565d028E1,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1193,plant_cell_wall,🧱 Plant Cell Wall - Cellulose Structure (visible scale),general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/plant-cell-wall,t,2026-06-12T23:55:42.209Z,2026-06-12T23:55:42.209Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x668aCAE9f95d1829E25b52E2F3252b4153797cbB,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1,yeganeh-eagle,Yeganeh Eagle,mathematical-art,Mathematical Art,Yeganeh Eagle - Mathematical Art mathematical visualization,frontend,0.8,"Yeganeh Eagle, Mathematical Art, mathematical visualization, 3D geometry, parametric surface",/shape/yeganeh-eagle,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x1Eb99251Ad5e98e2e114710d86e08983aDb5605D,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
11,babylonian_capricorn_goat_fish,Babylonian Capricorn Goat Fish,babylonian-zodiac,Babylonian Zodiac,Babylonian Capricorn Goat Fish - Babylonian Zodiac mathematical visualization,frontend,0.8,"Babylonian Capricorn Goat Fish, Babylonian Zodiac, mathematical visualization, 3D geometry, parametric surface",/shape/babylonian_capricorn_goat_fish,t,2025-12-04T10:34:40.589Z,2025-12-04T10:34:40.589Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x05043F797EEf47401fE84D2d9205fB8BA7d39eaD,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1321,protein_structure_prediction,🔬 Protein Structure Prediction - AlphaFold,biological,biological,Parametric surface,formula_sync,0.8,"biological, UUON, parametric surface",/shapes/protein-structure-prediction,t,2026-06-12T23:55:48.770Z,2026-06-12T23:55:48.770Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0x38422600C9CDD8Ac7A07CA120de1C5b080E7Ae15,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1329,population_dynamics_lotka,🐺 Population Dynamics - Lotka-Volterra,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/population-dynamics-lotka,t,2026-06-12T23:55:48.770Z,2026-06-12T23:55:48.770Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xeAd9Fe9D8d415A16ae7eac7c00689c60aEa4ae21,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
1341,population_migration_patterns,🚶 Population Migration - Demographic Flow,general,general,Parametric surface,formula_sync,0.8,"general, UUON, parametric surface",/shapes/population-migration-patterns,t,2026-06-12T23:55:55.335Z,2026-06-12T23:55:55.335Z,677.375566,,,,,0,0,55000000000000000000000000000000,,success,0xeAd9Fe9D8d415A16ae7eac7c00689c60aEa4ae21,"{""day"": 7, ""p2_amp"": ""20.111222"", ""p4_res"": 78.171547}",2026-06-13 15:48:43.026066+00
